Location,Sector,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Annual
Lowell,Residential,2018,"4,755,344","3,210,178","3,328,367","2,241,321","891,390","547,396","449,991","444,849","550,508","1,570,662","3,023,955","4,021,361","25,035,324"
Quincy,Total,2016,"4,762,229","4,371,386","3,723,217","2,702,963","1,653,133","1,071,987","918,315","936,450","1,016,567","1,802,488","2,988,167","4,563,725","30,510,626"
Haverhill,Total,2014,"4,768,071","4,259,588","3,952,859","2,239,641","1,221,413","855,790","711,594","764,014","859,461","1,461,342","2,745,393","3,986,068","27,825,234"
Waltham,Total,2014,"4,788,679","4,235,688","3,956,176","2,223,640","1,232,132","805,959","694,561","720,916","862,143","1,478,262","2,709,106","3,900,288","27,607,549"
New Bedford,Residential,2018,"4,815,112","3,474,342","3,576,030","2,372,740","1,160,393","665,291","544,666","509,341","573,078","1,365,697","2,912,261","3,982,073","25,951,024"
Brockton,Total,2013,"4,833,261","4,426,281","4,013,778","2,409,201","1,289,856","869,610","761,654","767,744","868,391","1,616,165","3,121,122","5,137,601","30,114,664"
Brookline,Total,2014,"4,833,375","4,440,490","3,926,637","2,304,927","1,330,346","730,014","596,696","606,844","786,029","1,546,489","2,772,916","3,930,616","27,805,380"
Lowell,Residential,2015,"4,886,035","4,531,670","3,757,942","1,969,123","846,664","555,730","476,637","448,135","546,030","1,212,499","2,036,072","2,756,799","24,023,335"
Quincy,Total,2017,"4,903,643","4,252,414","4,438,828","2,736,959","1,739,725","1,131,547","965,898","981,505","1,015,125","1,596,294","3,178,744","5,391,956","32,332,639"
Berlin,Residential,2013,"4,929","9,531","17,486","12,067","9,402","3,892","2,541","2,503","2,329","2,960","6,198","15,607","89,445"
Barnstable,Total,2018,"4,966,592","3,344,413","3,824,116","2,669,732","1,331,513","1,047,557","931,898","876,865","881,428","1,672,473","2,837,573","3,955,599","28,339,758"
New Bedford,Residential,2015,"4,985,756","4,702,579","4,262,264","2,277,669","1,107,461","674,435","571,675","536,804","636,610","1,118,226","1,931,047","2,755,715","25,560,240"
Boylston,Commercial & Industrial,2015,"40,001","37,996","31,619","14,738","5,682","3,426","3,097","3,082","3,899","20,438","15,440","31,752","211,171"
Berlin,Total,2019,"40,163","37,268","31,358","18,828","11,973","8,464","7,682","7,644","9,694","18,051","31,667","41,916","264,708"
Lakeville,Residential,2014,"40,225","39,096","32,705","18,405","10,862","6,189","5,293","5,244","6,276","12,180","22,853","34,513","233,839"
Harvard,Commercial & Industrial,2013,"40,380","32,952","32,366","15,636","5,195","2,765","2,126","2,150","3,501","10,329","24,502","39,890","211,791"
Milford,Residential,2013,"40,385","534,411","621,084","505,813","282,457","130,601","96,285","77,221","71,810","98,951","183,745","579,857","3,222,620"
Hampden,Commercial & Industrial,2014,"40,860","29,025","12,250","17,113","8,354","5,305","4,750","5,068","5,924","10,749","22,015","32,019","193,431"
Granby,Residential,2017,"40,961","23,304","24,858","14,415","7,008","4,544","3,685","3,717","3,823","7,069","18,444","33,962","185,789"
Westport,Residential,2013,"400,021","577,869","504,568","349,839","226,850","116,496","72,789","55,106","87,125","81,737","155,556","346,199","2,974,155"
Ipswich,Residential,2019,"400,027","350,876","308,603","169,321","105,707","53,552","42,386","40,196","53,708","130,267","238,968","328,439","2,222,051"
Hopkinton,Commercial & Industrial,2017,"400,115","305,834","344,342","201,146","143,365","93,176","81,969","82,467","84,784","117,799","259,526","448,562","2,563,086"
Great Barrington,Total,2017,"401,696","338,029","329,469","173,243","118,271","74,170","64,605","67,539","73,231","131,006","181,159","140,348","2,092,766"
Greenfield,Residential,2017,"401,725","320,124","364,142","164,769","95,920","53,754","42,450","41,239","47,171","83,515","7,320","422,216","2,044,345"
Shirley,Total,2019,"402,043","351,861","326,293","203,969","135,408","87,620","75,761","77,486","91,712","158,792","283,778","338,200","2,532,921"
Deerfield,Total,2014,"402,052","372,425","388,755","228,291","229,432","203,771","36,787","242,155","254,349","303,286","316,480","259,117","3,236,901"
Townsend,Total,2019,"402,076","335,248","306,983","162,117","99,585","49,371","40,480","41,779","56,399","115,794","233,101","320,151","2,163,083"
Middleton,Commercial & Industrial,2018,"402,262","263,262","306,099","229,373","118,184","97,479","77,298","91,501","88,876","171,064","255,061","311,529","2,411,988"
Sudbury,Commercial & Industrial,2018,"402,467","266,616","257,233","183,551","76,623","43,233","32,974","34,145","46,931","123,318","228,524","318,697","2,014,311"
Shirley,Total,2015,"402,479","377,654","341,055","207,632","110,914","90,903","68,223","66,224","78,351","149,114","209,790","271,820","2,374,158"
Dalton,Total,2013,"402,856","323,608","290,215","184,804","86,149","54,289","41,582","44,514","58,493","130,825","233,550","307,342","2,158,227"
West Boylston,Total,2014,"403,090","380,951","390,480","194,174","92,296","56,210","43,687","44,303","57,572","124,484","260,164","371,787","2,419,199"
Spencer,Commercial & Industrial,2015,"403,194","396,390","365,459","251,134","182,892","171,785","129,537","141,687","145,550","226,999","236,881","261,510","2,913,018"
Wilmington,Residential,2014,"403,514","354,218","327,998","173,023","92,395","55,036","47,606","46,997","56,936","111,302","236,648","357,770","2,263,444"
Northborough,Residential,2018,"403,806","285,743","282,383","181,431","76,992","46,450","37,826","36,603","53,899","127,053","250,606","343,768","2,126,558"
Arlington,Commercial & Industrial,2013,"404,806","345,360","313,903","195,877","109,308","71,638","62,039","69,157","83,454","141,209","282,058","412,089","2,490,900"
Seekonk,Residential,2015,"405,829","392,444","223,106","45,852","78,820","49,767","42,950","40,923","47,712","97,231","167,105","251,358","1,843,098"
Westwood,Commercial & Industrial,2017,"406,066","316,411","331,276","199,155","125,947","82,740","66,624","81,621","70,693","118,028","229,262","415,179","2,442,999"
Carver,Total,2019,"406,157","364,740","333,226","214,294","162,034","128,650","76,976","141,337","141,596","201,407","232,802","267,887","2,671,105"
Salisbury,Residential,2018,"406,814","257,224","270,417","175,816","67,805","45,151","40,445","38,413","44,814","120,937","226,336","299,568","1,993,741"
North Reading,Residential,2016,"406,915","397,159","323,521","215,827","117,482","67,937","56,881","54,739","69,705","144,925","260,023","427,591","2,542,704"
Dalton,Total,2014,"407,499","343,017","385,242","270,702","203,940","55,055","52,625","39,882","65,109","153,210","261,235","370,923","2,608,439"
Hanover,Commercial & Industrial,2014,"407,668","264,554","73,310","174,155","80,000","44,449","34,605","36,915","46,684","95,192","204,655","309,469","1,771,656"
North Attleboro,Commercial & Industrial,2016,"408,059","430,692","259,940","259,263","139,570","56,815","73,281","70,167","75,668","110,303","239,797","364,784","2,488,340"
North Attleboro,Commercial & Industrial,2013,"408,404","373,754","314,187","182,900","109,554","69,072","66,313","67,751","81,858","136,508","53,007","303,532","2,166,842"
Amesbury,Commercial & Industrial,2019,"408,413","331,102","309,339","173,745","108,525","60,302","48,229","50,431","59,900","105,427","240,405","323,055","2,218,871"
Northbridge,Commercial & Industrial,2015,"408,599","415,326","323,621","211,956","104,155","107,981","81,585","102,013","100,541","143,896","179,790","270,813","2,450,277"
Maynard,Residential,2017,"408,616","338,458","320,062","193,556","102,073","62,497","46,226","46,893","50,627","105,307","231,409","438,636","2,344,358"
Milton,Commercial & Industrial,2018,"408,756","289,158","305,302","202,116","75,636","45,811","39,267","47,387","57,283","138,450","245,406","334,213","2,188,785"
Northborough,Residential,2013,"408,816","79,674","316,986","207,074","146,385","58,340","45,067","37,054","36,127","44,911","100,264","237,263","1,717,963"
Georgetown,Total,2017,"409,012","383,290","349,551","218,731","123,299","79,216","60,311","64,044","64,450","114,717","261,466","443,403","2,571,492"
Avon,Commercial & Industrial,2019,"409,083","359,221","298,210","227,916","178,813","109,143","91,338","115,010","126,736","170,025","292,375","354,403","2,732,275"
Georgetown,Total,2016,"409,343","364,797","282,420","214,731","126,417","67,947","58,242","58,466","65,300","130,492","263,807","399,517","2,441,477"
Brookfield,Total,2017,"41,158","34,671","38,821","16,683","9,070","3,972","2,572","2,528","2,927","8,306","25,773","49,573","236,054"
Mendon,Commercial & Industrial,2019,"41,159","36,519","32,301","15,234","9,551","5,998","4,979","5,205","5,418","9,023","22,808","36,066","224,261"
Westminster,Residential,2013,"41,303","34,962","31,196","19,108","10,379","6,065","4,705","4,745","6,153","14,684","27,842","39,225","240,366"
Lancaster,Residential,2014,"41,496","35,852","33,890","15,975","8,494","4,731","4,074","4,398","5,246","10,366","24,863","35,696","225,081"
Nahant,Commercial & Industrial,2018,"41,524","28,245","29,213","19,473","8,412","6,577","5,733","5,656","6,443","13,075","22,821","30,061","217,232"
Great Barrington,Residential,2016,"41,525","105,474","78,098","59,631","30,942","15,152","12,283","11,742","15,320","37,908","78,751","121,920","608,747"
Monson,Commercial & Industrial,2015,"41,532","45,805","43,505","27,421","20,331","19,735","13,930","17,744","19,955","23,890","27,115","41,540","342,505"
Rehoboth,Commercial & Industrial,2018,"41,562","56,762","76,618","42,795","9,600","4,201","3,169","3,242","3,797","8,905","18,698","31,156","300,504"
Hopedale,Commercial & Industrial,2014,"41,577","36,203","32,974","17,211","7,606","3,710","3,288","3,562","4,970","10,072","22,600","27,069","210,841"
Rochester,Residential,2017,"41,731","34,776","38,570","19,245","12,470","7,878","6,685","6,620","6,858","10,469","26,815","52,736","264,853"
Boston,Total,2016,"41,803,386","39,342,440","32,830,654","24,800,421","15,683,159","10,538,375","9,931,803","9,452,742","10,232,984","17,276,725","27,152,416","42,459,036","281,504,141"
Granby,Total,2016,"41,889","39,168","36,532","35,673","33,811","26,889","29,976","27,994","27,870","50,843","72,382","80,865","503,892"
Easthampton,Commercial & Industrial,2016,"410,074","313,547","285,504","234,482","167,375","160,121","126,747","158,889","130,676","205,651","336,551","400,292","2,929,909"
Belmont,Commercial & Industrial,2016,"410,492","375,838","300,773","237,765","148,852","90,101","74,199","72,851","91,169","152,142","247,081","377,911","2,579,173"
Saugus,Commercial & Industrial,2013,"410,801","348,476","319,164","206,985","126,983","214,493","168,015","231,305","176,156","309,450","404,153","421,661","3,337,642"
Groveland,Total,2015,"411,400","399,076","326,603","156,377","73,379","51,645","42,272","39,588","45,344","117,934","170,684","211,362","2,045,664"
Dracut,Commercial & Industrial,2015,"411,909","397,874","361,150","324,621","309,508","382,414","350,569","360,401","361,137","434,108","430,038","383,337","4,507,067"
Easthampton,Commercial & Industrial,2015,"412,150","393,976","304,255","143,319","57,263","37,088","34,796","34,088","38,189","79,396","204,623","347,925","2,087,068"
Holbrook,Total,2016,"412,392","413,992","318,269","214,583","106,486","59,398","48,331","43,796","53,361","200,994","453,961","727,642","3,053,205"
Hanover,Commercial & Industrial,2015,"413,765","420,434","358,957","175,168","75,861","40,923","34,656","36,457","48,841","84,560","148,924","327,772","2,166,318"
Boxford,Total,2017,"414,356","344,637","314,275","210,598","117,214","62,729","50,440","53,289","59,360","122,290","259,180","449,644","2,458,011"
Auburn,Commercial & Industrial,2015,"414,544","417,562","330,995","134,269","44,638","20,496","18,248","18,215","25,013","68,416","146,165","273,408","1,911,968"
Holden,Total,2016,"415,585","379,381","302,525","221,574","168,414","108,289","99,410","116,393","135,710","208,886","304,119","430,778","2,891,064"
Belmont,Commercial & Industrial,2014,"416,104","374,925","365,267","206,283","133,090","85,416","70,938","93,604","88,447","142,500","269,821","357,431","2,603,826"
Millis,Total,2019,"416,174","278,852","244,866","133,183","79,565","48,406","40,761","39,658","54,519","95,024","217,433","295,076","1,943,517"
Deerfield,Total,2017,"417,541","385,523","373,791","144,970","277,638","291,810","216,067","273,285","223,634","272,911","201,635","278,226","3,357,031"
Easthampton,Commercial & Industrial,2017,"417,583","324,691","304,656","207,868","354,835","200,728","143,747","156,923","140,790","210,562","301,429","408,525","3,172,336"
Orleans,Total,2019,"417,842","371,420","339,972","207,296","152,552","93,572","84,981","82,530","90,425","143,308","242,418","350,911","2,577,225"
Spencer,Commercial & Industrial,2014,"417,847","359,188","354,641","255,301","203,026","158,962","150,194","191,102","205,894","229,796","267,258","324,193","3,117,403"
Auburn,Commercial & Industrial,2017,"417,926","318,478","327,233","151,926","63,209","28,992","20,048","20,338","23,053","53,100","206,641","440,858","2,071,803"
Carver,Total,2018,"418,552","314,454","330,715","263,545","183,601","150,911","77,355","135,939","140,771","210,291","309,389","367,871","2,903,394"
Wilmington,Residential,2019,"418,660","378,463","305,914","170,843","103,359","60,413","47,743","46,555","56,019","125,047","271,754","350,102","2,334,872"
Southborough,Commercial & Industrial,2013,"418,742","229,953","346,689","384,468","97,836","89,847","107,576","99,213","35,570","106,146","52,017","635,409","2,603,466"
Lincoln,Total,2017,"419,105","347,408","331,566","206,530","107,430","55,634","40,021","43,943","50,439","120,204","249,645","473,315","2,445,241"
Brewster,Residential,2015,"419,263","412,578","357,835","199,315","92,338","63,585","58,208","52,998","57,870","101,413","160,218","251,896","2,227,517"
Northborough,Residential,2015,"419,291","389,364","321,729","162,081","75,979","49,589","40,596","53,985","51,231","106,512","166,904","249,594","2,086,856"
Tyngsborough,Residential,2016,"419,470","386,476","338,009","217,110","122,250","70,292","61,887","60,077","74,697","154,322","274,165","415,580","2,594,336"
North Reading,Commercial & Industrial,2015,"419,585","397,723","343,145","190,021","82,357","46,172","36,067","35,472","44,628","95,377","185,861","240,965","2,117,372"
Rowley,Total,2018,"419,591","286,395","286,004","189,277","74,285","53,354","44,684","42,969","53,867","126,403","233,428","326,877","2,137,133"
Medway,Residential,2014,"419,655","398,244","352,817","180,663","81,602","54,412","45,352","46,668","54,206","117,199","234,731","333,942","2,319,490"
Brookfield,Total,2014,"42,148","42,092","37,271","17,527","7,194","2,844","2,328","2,243","2,958","10,728","24,328","36,023","227,684"
West Brookfield,Residential,2013,"42,226","39,228","37,035","19,093","9,945","6,481","5,064","5,326","6,807","14,846","31,431","43,942","261,424"
