ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,ACO13,ACO14,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,ACO27,ACO28
A3602,"VillageMD Chicago ACO, LLC","GA, IN, MI, IL",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,24209,0.0378,0.0246,8977411,8977411,"",4376488,1,1,97.5,0,0,"",10091,10077,237444514,228467103,"","",0.5,0.49,0,"Low Revenue",83514,9790,15956,8937,80459,9640,15251,8728,79579,9821,14089,8980,86831,9839,15056,8488,9709,0.996,0.979,0.973,0.978,0.987,0.994,0.963,0.985,1.015,0.958,0.907,0.978,0.993,1.015,0.953,1.008,236,3624,1931,22390,23531,212,2203,1394,19721,2966,11454,6992,2797,13613,10596,20199,2433,265,524,12,776,2732,2388,118,217,48,297,656,1954,3436,139,518,262,261,242,3,10,5,14,5,774,520,198,613,195,10312,5141,3900,1196,74,49,0,4,0,0,0,0,145,36,98,48,1,^,^,^,^,^,^,^,^,^,^,~,~,0.92,87.06,72,62.07,75.92,65.06,65.68,68.95,17.86,14.57,69.2
A3603,"Accountable Care Organization of Aurora, LLC","WI, MI",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,47871,0.0485,0.0222,23039824,23039824,"",11447913,1,1,99.38,0,0,"",10241,10265,474807333,451767509,"","",0.5,0.5,0,"High Revenue",72060,9403,13967,8615,72750,9825,13873,8781,70974,10134,13946,9072,75804,9486,13849,8649,9744,0.988,0.993,1.043,1.018,0.988,1.003,1.026,1.006,0.999,1.032,1.085,1.018,1.004,1.042,1.12,1.048,525,8030,3432,39463,46364,458,6193,2850,36864,8102,22757,11762,5250,26366,21505,43521,1528,422,449,110,1841,2645,2464,37,137,26,247,572,3260,2468,101,370,330,253,241,1,7,4,15,3,761,646,183,716,206,7943,3033,3368,1523,20,49,0,0,1,0,5,2,768,1651,738,482,2,^,^,^,^,^,^,^,^,^,^,~,~,0.8,92.13,92.1,97.06,90.42,81.89,83.68,86.54,4.13,9.46,85.89
A3612,"QHI ACO","CT, CA",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,19235,0.0111,0.0253,2430497,0,"",0,1,1,96.87,1,0,"",11721,11363,219564835,217134337,"","",0.5,0.48,0,"High Revenue",90577,11964,15584,10423,86020,11601,15263,10169,88849,11181,15734,10121,78648,11424,15449,10542,11592,0.991,1.078,1.032,1.033,1.014,1.022,0.971,1.032,0.993,0.97,0.928,1.013,0.972,0.983,0.956,1.052,159,1882,2516,19397,18732,138,1542,1813,15239,2059,7768,6158,3250,10763,8472,17757,426,183,163,39,667,3472,3255,54,103,70,269,931,2763,3422,142,734,266,259,249,2,4,5,17,4,811,602,210,681,206,9765,3669,4320,1741,35,62,0,0,2,0,1,2,160,310,133,78,0,^,^,^,^,^,^,^,^,^,^,~,~,0.81,72.07,69.95,63.16,51.04,72.74,79.44,82.56,5.88,17.77,72.17
A3613,UPQC,"UT, NV",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,6838,0.0761,0.0343,4698060,4698060,"",2308656,1,1,98.28,0,0,"",9250,9128,61766660,57068600,"","",0.5,0.49,0,"Low Revenue",58081,7179,13130,8407,65968,8269,14030,8413,70233,8346,13891,8743,69473,7346,13688,8172,8546,0.877,0.824,0.858,0.904,0.952,0.8,0.964,0.881,0.865,0.847,0.993,0.896,0.885,0.821,1.022,0.939,31,583,205,6723,6678,36,439,123,6079,636,3441,2094,667,3688,3150,6495,22,57,74,22,168,2099,1922,25,137,24,289,427,1892,3050,63,536,314,179,169,1,6,3,6,2,809,465,125,462,251,9045,4790,2855,1385,14,34,0,0,0,0,0,0,60,132,57,68,0,^,^,^,^,^,^,^,^,^,^,~,~,0.99,85.94,75.27,76.47,75.79,86.51,80.65,86.48,20.56,8.49,75.32
A3617,"Boulder Valley Care Network, LLC",CO,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,9258,-0.0088,0.0307,-659703,0,"",0,1,1,97.19,0,0,"",8264,8778,75003978,75663681,"","",0.5,0.49,0,"High Revenue",63405,9705,10653,7741,77760,9751,11353,7931,71491,10686,12077,8352,79417,11086,10322,7993,8336,0.922,0.911,0.764,0.822,0.964,0.913,0.78,0.798,0.981,0.903,0.807,0.822,0.902,0.858,0.747,0.788,30,628,219,8493,9076,17,491,178,8391,796,5241,2515,706,5128,4130,8517,63,73,48,7,550,2090,1987,15,81,14,159,270,1641,3448,43,278,318,158,152,0,4,1,6,1,751,357,102,513,289,8962,2895,4585,1476,6,25,0,0,0,0,1,5,104,239,49,106,1,^,^,^,^,^,^,^,^,^,^,~,~,0.7,76.87,83.82,95,67.71,77.93,76.78,69.87,12.73,10.32,73.99
A3620,"Independent Physicians Accountable Care","FL, TX, SC, CA, VA",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,10930,-0.0618,0.0294,-6829601,0,"",0,1,1,96.87,1,0,"",10385,10211,110517261,117346862,"","",0.5,0.48,0,"Low Revenue",71437,9170,16701,8917,66981,9947,16655,9302,80437,8985,18551,9281,73799,10479,24002,9879,11027,0.997,0.976,1.002,1.001,0.984,0.937,1.042,1.011,0.99,0.934,0.993,1.009,0.969,0.984,0.984,1.033,90,1141,507,10519,10642,85,838,446,9274,1157,4935,3489,1349,6128,4802,9831,514,151,92,10,332,2612,2262,59,282,24,388,837,1739,4632,113,618,312,258,237,2,15,3,11,3,835,554,189,712,228,13765,6916,4862,1967,19,61,0,0,0,0,0,0,62,33,54,30,0,^,^,^,^,^,^,^,^,^,^,~,~,0.79,77.91,71.49,100,50.83,70.28,50,98.79,0,21.6,55.24
A3621,"Kootenai Accountable Care, LLC","ID, WA",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,12948,-0.0727,0.0282,-7900172,0,"",0,1,1,97.5,0,0,"",8599,8722,108699158,116599331,"","",0.5,0.49,0,"High Revenue",72111,7926,14911,7806,78593,8219,13622,8090,62956,8060,12218,7831,68129,9309,12665,8663,9224,0.968,0.827,0.936,0.867,0.936,0.819,0.909,0.873,0.978,0.841,0.882,0.885,0.907,0.902,0.889,0.914,84,1031,428,9897,12641,90,864,298,11389,1303,7010,3597,1038,6968,5980,12484,16,52,31,35,330,2099,1835,66,214,3,178,213,3234,3050,53,279,298,163,150,2,10,0,7,1,783,446,102,605,246,7868,3557,2765,1500,46,20,0,0,0,0,1,0,129,263,102,76,0,^,^,^,^,^,^,^,^,^,^,~,~,0.64,92.42,66.95,85,77.06,77.78,79.44,86.55,6.48,7.63,78.35
A3623,"St. Luke's ACO, LLC","MO, IL",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,13865,-0.0009,0.0277,-118802,0,"",0,1,1,96.87,1,0,"",9501,9829,128094688,128213490,"","",0.5,0.48,0,"Low Revenue",64634,10316,16515,9144,80528,11091,16178,8832,84384,10652,17936,8918,80459,10153,20596,8707,9510,1.039,0.975,1.078,1.024,1.01,1.045,1.091,1.021,1.04,1.031,1.02,1.026,1.065,1.077,1.048,0.982,85,781,377,12502,13482,71,813,381,12217,1180,6403,4423,1859,8092,5773,12647,668,90,11,7,442,2612,2227,34,354,26,275,501,2686,2943,86,332,270,264,241,1,19,3,13,3,752,624,197,558,198,8903,3146,4871,872,13,45,0,0,0,0,0,0,123,167,99,8,0,^,^,^,^,^,^,^,^,^,^,~,~,0.8,94.21,76.04,73.33,90.09,79.41,70.58,80.03,1.96,14.59,69.63
A3624,"UC Davis Health ACO",CA,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,23896,-0.029,0.0246,-8893234,0,"",0,1,1,96.87,1,0,"",13145,13077,306776840,315670075,"","",0.5,0.48,0,"High Revenue",93303,12777,14399,9424,94177,14433,14881,10233,95464,15146,16417,10744,106600,16582,19259,10984,13526,1.022,1.103,0.958,0.935,1.029,1.106,0.954,0.95,0.997,1.169,1.055,0.98,1.057,1.196,1.111,1.025,315,3219,1834,16611,23338,307,2724,1782,18526,3511,11569,6545,2271,13753,10143,19238,1618,1078,478,81,1403,4155,3877,46,159,117,287,738,4866,2654,121,830,439,239,227,1,4,7,13,3,786,596,184,731,329,8615,3947,4091,561,17,36,0,0,0,0,1,5,425,1138,208,28,0,^,^,^,^,^,^,^,^,^,^,~,~,0.61,23.13,77.55,54.05,21.32,62.52,89.24,80.15,100,14.81,74.65
A3627,"Keep Well ACO LLC","MO, IL, OK, FL, KS, TX",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,8614,-0.0326,0.0314,-4493576,0,"",0,1,1,98.13,0,0,"",17086,15830,137865610,142359185,"","",0.5,0.49,0,"High Revenue",89199,14471,23918,12335,90661,14083,23503,12360,105637,15591,21970,12992,98149,17117,27006,12998,17643,1.021,1.426,1.247,1.181,1.151,1.441,1.31,1.161,1.198,1.441,1.216,1.218,1.154,1.505,1.337,1.193,66,1749,1663,5722,8069,70,1671,1758,4570,1919,2878,2350,1467,4753,3861,7669,609,51,59,105,121,4943,4086,209,267,431,1223,3377,2929,4149,322,915,377,530,477,6,13,34,15,9,837,963,423,728,172,18855,9578,3407,5759,112,216,0,0,0,0,0,24,75,22,127,14,3,^,^,^,^,^,^,^,^,^,^,~,~,1.17,98.32,96.54,100,74.62,69.4,69.73,96.57,33.33,12.61,75.69
A3629,"PathfinderHealth, LLC",AZ,Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,9643,0.0281,0.0304,2551704,0,"",0,1,1,96.87,1,0,"",9575,10379,90669356,88117652,"","",0.5,0.48,0,"High Revenue",86041,9271,20533,9992,85233,9317,17701,9680,86369,10611,21924,9660,81920,9763,13753,9007,9306,1.085,0.934,1.122,0.961,1.009,0.946,0.963,0.958,1.187,0.954,1.101,0.944,0.934,0.911,0.887,0.894,30,496,197,7453,9469,22,360,203,8885,387,5003,3225,1028,5309,4334,9028,43,33,66,205,268,2975,2680,16,264,35,408,360,1901,3216,110,312,303,188,172,0,12,4,8,2,740,463,109,483,210,8822,2719,3198,2636,268,25,2,1,1,0,4,7,108,459,134,76,0,^,^,^,^,^,^,^,^,^,^,~,~,0.76,69.38,66.25,72.22,53.41,63.3,76.07,72.76,15.22,17.19,44.01
A3630,"Opportunity MSSP","DE, FL, NJ, AR, GA, CO, TX, PA",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,27565,0.0414,0.0242,11250097,11250097,"",5448836,1,1,96.87,1,0,"",10122,10158,271741502,260491405,"","",0.5,0.48,0,"Low Revenue",70943,8937,15019,8866,76766,9607,14349,9107,76153,9203,14937,9253,77719,8346,16689,8870,9703,0.955,0.943,0.976,0.995,0.964,0.928,0.988,0.99,0.982,0.932,0.921,0.99,0.99,0.871,0.935,0.994,235,3098,1631,23628,26846,204,2194,1215,23234,3045,13303,8104,3113,15572,11993,22610,3621,264,127,15,928,2556,2161,48,323,44,279,584,1871,3803,109,445,269,239,216,2,17,4,11,5,820,467,164,564,244,11105,5116,4490,1352,147,44,0,8,0,0,0,0,98,51,82,19,0,^,^,^,^,^,^,^,^,^,^,~,~,1.08,75.31,69.73,72,70.32,76.23,81.07,80.13,16.67,9.55,66.03
A3631,"MultiCare Connected Care, LLC","WA, ID",Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,36533,0.0406,0.02,15013666,15013666,"",7366080,1,1,98.13,0,0,"",10337,10579,369633633,354619968,"","",0.5,0.49,0,"High Revenue",79685,8779,15998,9281,86948,8339,15871,9615,87366,8301,15082,9887,79706,8190,15423,9422,9917,0.99,0.939,1.023,1.051,1.024,0.915,0.983,1.059,1.066,0.872,0.997,1.069,1.011,0.838,0.878,1.067,271,3532,1284,29576,35758,220,2757,938,31842,2961,15642,12522,5408,20545,15988,33327,884,661,128,191,1342,2756,2551,24,170,42,324,590,2534,3183,95,462,250,222,212,1,7,3,15,3,803,590,173,731,204,8313,2817,3127,2318,51,39,0,0,0,0,8,5,763,1509,691,544,1,^,^,^,^,^,^,^,^,^,^,~,~,0.64,83.21,76.31,87.8,41.92,74.9,75.79,88.3,7.26,12.85,77.59
A3632,"Community Healthcare Partners ACO, Inc.","IN, IL",Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,21672,0.038,0.0248,9995362,9995362,"",4860245,1,1,97.25,0,0,"",12458,12918,263378583,253383221,"","",0.5,0.49,0,"High Revenue",101808,10323,22462,11320,102734,9997,20037,11516,108621,10626,20176,11798,84644,10737,19127,11038,11985,1.07,1.084,1.107,1.152,1.087,1.051,1.13,1.16,1.101,1.07,1.136,1.145,1.013,1.061,1.068,1.105,174,2482,1073,16431,21141,170,2095,1011,17866,2271,9491,7026,2884,12526,9146,18749,1967,118,325,5,508,3923,3131,178,662,27,176,767,2779,3876,113,548,316,357,314,6,33,4,21,8,769,602,259,759,239,10665,3567,5278,1655,164,51,0,12,0,0,3,6,155,467,173,30,13,^,^,^,^,^,^,^,^,^,^,~,~,1.09,93.23,76.36,95.65,55.26,72.63,78.39,82.36,11.94,14.94,72.92
A3633,"Baptist Health/UAMS Accountable Care Alliance","AR, OK",Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,38482,0.0331,0.01,13506275,13506275,"",6541587,1,1,96.87,1,0,"",10874,10765,407676553,394170278,"","",0.5,0.48,0,"High Revenue",67178,8394,15579,9003,70095,8781,15060,9181,72295,9212,16096,9707,71159,9216,17560,9316,10514,0.962,0.939,0.985,1.047,0.954,0.963,0.976,1.036,0.956,0.973,0.996,1.055,1.003,1.014,1.02,1.091,335,6120,2563,21847,37490,403,5656,2491,28940,6124,16414,11336,4608,22425,16057,32069,5332,202,165,173,541,3033,2352,128,501,84,412,666,2564,2943,136,508,388,300,259,3,28,9,14,4,702,654,195,669,248,8335,2521,3294,1580,940,52,4,0,14,0,10,18,755,1397,530,98,8,^,^,^,^,^,^,^,^,^,^,~,~,1.11,67.07,80.16,42.86,61.8,69.76,80.71,100,6.67,11.45,61.97
A3644,"Lifecare ACO LLC",OK,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,15614,0.0333,0.0268,5806622,5806622,"",2830728,1,1,97.5,0,0,"",11506,12003,174324001,168517379,"","",0.5,0.49,0,"High Revenue",67005,10233,18332,9308,73768,11224,18280,10007,76331,11697,19472,10675,70513,11098,19956,9798,11123,0.98,1.007,1.085,1.009,1.018,1.013,1.022,0.993,1.016,1.065,1.08,1.01,0.997,0.951,1.061,0.981,103,1770,1130,9909,15150,94,1841,1177,12038,2319,6928,4616,1751,9011,6603,14339,379,36,161,491,208,2898,2400,111,296,109,222,1152,3198,2378,199,1145,324,287,260,4,14,8,13,6,762,776,182,635,216,9015,1099,2861,1374,3681,65,4,0,25,0,7,16,127,481,91,42,2,^,^,^,^,^,^,^,^,^,^,~,~,1.19,80.65,72.7,53.01,60.99,61.24,70.16,79.77,6.02,13.68,64.2
A3646,"PRIMARY PARTNERS LLC",FL,Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,0,11896,-0.0003,0.01,-41730,0,"",0,1,1,96.87,1,0,"",11139,10989,130048381,130090110,"","",0.5,0.48,1,"Low Revenue",84667,10923,16899,10070,85650,11439,16790,9799,81391,9899,16159,10095,83250,9720,15334,10473,11143,0.995,1.135,1.024,1.156,1.05,1.092,1.003,1.148,1.043,1.059,1.024,1.142,1.069,1.07,1.108,1.203,85,1391,530,9572,11675,93,1016,381,10186,1105,5753,3756,1282,6787,5109,10140,904,176,187,13,476,3165,2864,69,244,41,365,536,1820,4597,90,586,320,318,298,2,12,6,17,4,822,577,245,815,297,12412,5020,5555,1776,60,46,0,0,0,0,0,0,69,32,47,31,0,^,^,^,^,^,^,^,^,^,^,~,~,0.88,87.77,77.69,94.29,82.49,83.33,76.74,89.56,20.25,12.73,82.58
A3647,"CCMH-MRHC ACO",OK,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,7623,0.0418,0.0328,3188648,3188648,"",1544380,1,1,96.87,1,0,"",10289,10216,76273985,73085337,"","",0.5,0.48,0,"High Revenue",64911,9562,13679,8284,70158,10031,13313,8700,68973,9489,15231,9167,74983,9401,12327,8723,9859,0.964,0.998,1.002,1.103,0.984,1.003,0.96,1.076,0.972,1.009,0.985,1.064,0.961,0.98,0.914,1.063,83,1550,611,5739,7413,86,1288,522,5518,1569,3288,2091,675,4293,3330,6082,965,112,109,193,162,3142,2586,154,376,62,124,478,2917,2165,133,835,305,334,300,4,22,8,19,11,720,790,252,507,218,8019,1694,2786,1142,2398,39,0,14,2,0,2,8,81,199,55,18,1,^,^,^,^,^,^,^,^,^,^,~,~,1.34,84.31,63.68,64.29,60.99,60.87,70.24,84.67,35.29,23.97,63.71
A3648,"Stillwater Collaborative Care ACO",OK,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,15210,-0.0324,0.0269,-4596421,0,"",0,1,1,100,0,0,"",9562,9601,141934084,146530505,"","",0.5,0.5,0,"High Revenue",63079,9830,15083,8409,78946,9221,15812,8628,75881,11754,16146,8650,93635,10539,17722,9113,9871,0.989,0.952,0.991,0.919,0.995,0.941,0.951,0.939,1.002,1.018,1.039,0.95,0.95,0.98,1.105,0.967,34,648,240,6238,14844,69,1260,425,13090,1719,7356,4632,1503,8808,6402,14195,269,88,33,322,303,2756,2185,93,454,52,178,414,2865,2572,100,745,346,249,222,2,20,4,8,6,760,658,161,601,220,9620,3832,4240,1420,128,26,0,0,2,0,3,6,74,76,38,26,1,^,^,^,^,^,^,^,^,^,^,~,~,1.21,83.94,79.67,82.61,69.59,69.35,80.56,87.11,21.11,7.55,79.24
A3649,"INTEGRIS ACO",OK,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,24277,0.0289,0.0246,6975298,6975298,"",3487649,1,1,100,0,0,"",10236,10284,241552267,234576969,"","",0.5,0.5,0,"Low Revenue",67742,9993,15823,8638,74343,10084,14748,8494,70013,11034,16003,9454,80328,10723,16309,8865,9941,0.973,1.054,1.083,1.019,1.012,1.054,1.042,0.99,0.969,1.083,1.065,1.003,1.008,1.056,1.088,1.026,177,2734,1414,18980,23598,202,1945,990,20461,2704,12299,6872,2402,14182,10095,21734,1137,214,221,490,481,2631,2165,130,319,43,238,449,2755,2730,75,645,372,247,223,4,16,4,8,5,765,613,166,646,237,8949,3924,3821,1191,12,36,0,0,0,0,0,0,164,273,76,50,6,^,^,^,^,^,^,^,^,^,^,~,~,1.05,90.66,79.12,80.33,30.21,76.31,83.97,80.31,7.84,8.32,79.19
A3663,"CHSPSC ACO 1, LLC","MS, LA",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,8069,0.0587,0.0319,4910493,4910493,"",2393865,1,1,97.5,0,0,"",10702,10528,83631512,78721020,"","",0.5,0.49,0,"High Revenue",65611,9079,14589,7635,69274,9987,14720,8313,63130,10601,15217,8513,67385,9985,13938,8237,10073,0.928,0.96,0.929,0.901,0.937,0.948,0.899,0.899,0.93,0.982,0.918,0.92,0.917,0.939,0.884,0.923,141,1852,1143,6634,7815,126,1149,862,5678,1476,3765,2057,771,4544,3525,5021,2909,39,10,4,86,2861,2312,347,141,104,306,515,2089,3077,152,983,394,298,267,13,7,11,18,5,728,698,226,579,200,9559,3974,3367,1660,558,36,0,0,4,0,9,8,147,138,86,11,0,^,^,^,^,^,^,^,^,^,^,~,~,1.31,94.33,67.68,80.25,66.92,63.04,71.15,82.13,33.33,17.62,68
A3664,"CHSPSC ACO 2, LLC",IN,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,14159,-0.003,0.0275,-372685,0,"",0,1,1,96.87,1,0,"",9022,9300,124216530,124589215,"","",0.5,0.48,0,"High Revenue",71397,9134,16059,8279,63633,9096,15726,8191,68020,8997,15870,8164,67330,9246,14682,8136,9049,1.046,1.041,1.035,0.964,0.986,1.021,1.024,0.933,0.952,0.995,0.987,0.926,0.956,0.969,0.971,0.899,168,2229,1022,14737,13769,110,1360,693,11606,1864,7271,3513,1511,7788,6371,13003,524,76,49,7,500,2715,2425,29,267,26,240,603,2315,2836,72,200,310,250,231,1,14,4,13,8,820,551,166,614,176,8838,3585,3168,2064,21,48,2,0,0,0,7,7,272,431,249,73,2,^,^,^,^,^,^,^,^,^,^,~,~,0.94,80.43,57.56,51.11,34.34,70.35,72.22,85.38,25,13.79,72.11
A3667,"GW Health Network","DC, MD, VA",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,6670,0.0664,0.0347,4619801,4619801,"",2237716,1,1,96.88,0,0,"",10721,10590,69558734,64938933,"","",0.5,0.48,0,"High Revenue",82749,12196,12341,8822,89243,11849,12163,8518,81684,12965,12649,8856,72666,13184,13163,7847,10009,0.996,1.126,0.863,0.895,1.041,1.148,0.84,0.896,1.014,1.16,0.835,0.873,0.98,1.152,0.826,0.843,130,1046,1255,7908,6488,97,687,762,4942,892,3336,1848,594,4134,2536,3136,2950,122,80,2,380,2841,2609,36,214,27,227,458,2009,3958,82,389,350,240,225,1,10,4,16,4,731,545,186,557,210,8451,2768,4808,858,18,30,0,0,0,0,0,0,169,657,96,161,0,^,^,^,^,^,^,^,^,^,^,~,~,0.96,92.31,76.09,80,45.38,80.24,72.67,91.86,0,22.01,63
A3669,"DOCACO GULF COAST, LLC","FL, SC",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,9415,0.021,0.0306,1834401,0,"",0,1,1,98.91,0,0,"",9507,9921,87336467,85502066,"","",0.5,0.49,0,"Low Revenue",69664,8354,13888,8935,84704,8479,14473,8695,81131,9175,15036,9157,78052,10095,19768,8549,9307,0.982,0.938,0.957,0.962,0.967,0.881,0.972,0.955,1.021,0.905,1.01,0.972,0.919,0.931,1.154,0.941,82,732,410,10026,9186,58,443,199,8486,707,4525,3002,1181,5473,3942,8373,705,43,57,6,231,2390,2051,43,274,36,213,351,1455,4242,70,525,238,223,203,1,13,5,11,3,782,423,154,619,243,11681,5009,5259,1382,31,28,0,0,0,0,0,0,30,16,24,8,0,^,^,^,^,^,^,^,^,^,^,~,~,0.79,84.04,90.07,85.71,83.06,84.35,90.21,86.31,8.06,8.46,80.52
A3671,"Einstein Care Partners, LLC",PA,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,10397,0.1196,0.0298,12952150,12952150,"",6273203,1,1,96.87,1,0,"",10724,11283,108307710,95355560,"","",0.5,0.48,0,"Low Revenue",83144,10566,14928,9782,85320,9882,15272,9265,88173,10255,15195,9673,80914,8931,10592,8759,9441,1.046,1.096,1.016,1.012,1.027,1.043,1.025,1.019,0.999,1.053,1.03,1.004,0.959,0.993,0.988,0.974,134,2469,1272,7821,10100,63,1980,1084,6973,2350,4852,2378,817,6175,4222,6477,3176,214,134,7,389,2933,2538,43,264,115,111,462,2111,3158,97,475,344,286,265,1,12,9,18,6,764,612,226,619,192,8377,2918,4671,783,4,46,0,0,0,0,0,0,242,569,112,175,0,^,^,^,^,^,^,^,^,^,^,~,~,0.79,86.27,60.3,79.1,74.37,61.46,66.94,87.7,22.22,18.86,63.01
