Month End,Year Week,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,Number of Individuals
31/12/2020,202050,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,6
31/12/2020,202051,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,16
29/02/2020,202009,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,12
31/07/2020,202027,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,4
31/07/2020,202028,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,22
31/07/2020,202029,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,13
31/07/2020,202030,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,7
30/06/2020,202023,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,4
30/06/2020,202024,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,13
30/06/2020,202026,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,18
30/06/2020,202027,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,7
31/03/2020,202013,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,7
31/05/2020,202018,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,6
31/05/2020,202019,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,18
31/05/2020,202021,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,19
31/05/2020,202022,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,20
30/11/2020,202045,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,12
30/11/2020,202047,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,16
31/10/2020,202040,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,6
31/10/2020,202041,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,7
31/10/2020,202042,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,7
30/09/2020,202038,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,8
30/09/2020,202039,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,8
29/02/2020,202007,Awdal,Borama,Awdal,Borama,Conflict/Insecurity,Health,6
29/02/2020,202005,Awdal,Borama,Awdal,Borama,Conflict/Insecurity,Livelihood Support,8
30/04/2020,202014,Awdal,Borama,Awdal,Borama,Drought related,Food,21
30/04/2020,202015,Awdal,Borama,Awdal,Borama,Drought related,Food,78
30/04/2020,202016,Awdal,Borama,Awdal,Borama,Drought related,Food,43
30/04/2020,202017,Awdal,Borama,Awdal,Borama,Drought related,Food,19
31/08/2020,202032,Awdal,Borama,Awdal,Borama,Drought related,Food,29
31/08/2020,202033,Awdal,Borama,Awdal,Borama,Drought related,Food,15
31/08/2020,202034,Awdal,Borama,Awdal,Borama,Drought related,Food,21
31/08/2020,202035,Awdal,Borama,Awdal,Borama,Drought related,Food,6
31/12/2020,202049,Awdal,Borama,Awdal,Borama,Drought related,Food,19
31/12/2020,202050,Awdal,Borama,Awdal,Borama,Drought related,Food,7
29/02/2020,202006,Awdal,Borama,Awdal,Borama,Drought related,Food,24
29/02/2020,202007,Awdal,Borama,Awdal,Borama,Drought related,Food,60
29/02/2020,202008,Awdal,Borama,Awdal,Borama,Drought related,Food,22
29/02/2020,202009,Awdal,Borama,Awdal,Borama,Drought related,Food,16
31/01/2020,202001,Awdal,Borama,Awdal,Borama,Drought related,Food,12
31/01/2020,202004,Awdal,Borama,Awdal,Borama,Drought related,Food,4
31/01/2020,202005,Awdal,Borama,Awdal,Borama,Drought related,Food,37
31/07/2020,202027,Awdal,Borama,Awdal,Borama,Drought related,Food,34
31/07/2020,202028,Awdal,Borama,Awdal,Borama,Drought related,Food,28
31/07/2020,202029,Awdal,Borama,Awdal,Borama,Drought related,Food,40
31/07/2020,202030,Awdal,Borama,Awdal,Borama,Drought related,Food,66
31/07/2020,202031,Awdal,Borama,Awdal,Borama,Drought related,Food,6
30/06/2020,202023,Awdal,Borama,Awdal,Borama,Drought related,Food,62
30/06/2020,202024,Awdal,Borama,Awdal,Borama,Drought related,Food,46
30/06/2020,202025,Awdal,Borama,Awdal,Borama,Drought related,Food,48
30/06/2020,202026,Awdal,Borama,Awdal,Borama,Drought related,Food,25
31/03/2020,202009,Awdal,Borama,Awdal,Borama,Drought related,Food,16
31/03/2020,202010,Awdal,Borama,Awdal,Borama,Drought related,Food,63
31/03/2020,202012,Awdal,Borama,Awdal,Borama,Drought related,Food,24
31/03/2020,202013,Awdal,Borama,Awdal,Borama,Drought related,Food,43
31/05/2020,202018,Awdal,Borama,Awdal,Borama,Drought related,Food,42
31/05/2020,202019,Awdal,Borama,Awdal,Borama,Drought related,Food,29
31/05/2020,202020,Awdal,Borama,Awdal,Borama,Drought related,Food,14
31/05/2020,202021,Awdal,Borama,Awdal,Borama,Drought related,Food,13
31/05/2020,202022,Awdal,Borama,Awdal,Borama,Drought related,Food,22
30/11/2020,202044,Awdal,Borama,Awdal,Borama,Drought related,Food,7
30/11/2020,202045,Awdal,Borama,Awdal,Borama,Drought related,Food,29
30/11/2020,202046,Awdal,Borama,Awdal,Borama,Drought related,Food,63
30/11/2020,202047,Awdal,Borama,Awdal,Borama,Drought related,Food,59
30/11/2020,202048,Awdal,Borama,Awdal,Borama,Drought related,Food,16
30/11/2020,202049,Awdal,Borama,Awdal,Borama,Drought related,Food,10
31/10/2020,202040,Awdal,Borama,Awdal,Borama,Drought related,Food,26
31/10/2020,202041,Awdal,Borama,Awdal,Borama,Drought related,Food,21
31/10/2020,202042,Awdal,Borama,Awdal,Borama,Drought related,Food,28
31/10/2020,202043,Awdal,Borama,Awdal,Borama,Drought related,Food,54
30/09/2020,202036,Awdal,Borama,Awdal,Borama,Drought related,Food,24
30/09/2020,202037,Awdal,Borama,Awdal,Borama,Drought related,Food,31
30/09/2020,202038,Awdal,Borama,Awdal,Borama,Drought related,Food,35
30/09/2020,202039,Awdal,Borama,Awdal,Borama,Drought related,Food,66
29/02/2020,202008,Awdal,Borama,Awdal,Borama,Drought related,Health,5
31/01/2020,202001,Awdal,Borama,Awdal,Borama,Drought related,Health,4
29/02/2020,202009,Awdal,Borama,Awdal,Borama,Drought related,Humanitarian Aid,10
31/03/2020,202012,Awdal,Borama,Awdal,Borama,Drought related,Humanitarian Aid,10
30/04/2020,202014,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,43
30/04/2020,202015,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,68
30/04/2020,202016,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,52
30/04/2020,202017,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,45
30/04/2020,202018,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,10
31/08/2020,202032,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,39
31/08/2020,202033,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,38
31/08/2020,202034,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,40
31/08/2020,202035,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,24
31/08/2020,202036,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,6
31/12/2020,202049,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,42
31/12/2020,202050,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,24
31/12/2020,202051,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,21
29/02/2020,202005,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,50
29/02/2020,202006,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,122
29/02/2020,202007,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,184
29/02/2020,202008,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,201
29/02/2020,202009,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,96
31/01/2020,202001,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,22
31/01/2020,202002,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,6
31/01/2020,202003,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,60
31/01/2020,202004,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,96
31/01/2020,202005,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,67
31/07/2020,202027,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,66
31/07/2020,202028,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,46
31/07/2020,202029,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,78
31/07/2020,202030,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,51
31/07/2020,202031,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,29
30/06/2020,202023,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,91
30/06/2020,202024,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,24
30/06/2020,202025,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,65
30/06/2020,202026,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,41
30/06/2020,202027,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,17
31/03/2020,202009,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,33
31/03/2020,202010,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,94
31/03/2020,202011,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,38
31/03/2020,202012,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,65
31/03/2020,202013,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,30
31/05/2020,202018,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,31
31/05/2020,202019,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,38
31/05/2020,202020,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,8
31/05/2020,202021,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,36
31/05/2020,202022,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,41
30/11/2020,202044,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,7
30/11/2020,202045,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,56
30/11/2020,202046,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,37
30/11/2020,202047,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,22
30/11/2020,202048,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,12
30/11/2020,202049,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,10
31/10/2020,202040,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,27
31/10/2020,202041,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,54
31/10/2020,202042,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,32
31/10/2020,202043,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,32
31/10/2020,202044,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,28
30/09/2020,202036,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,25
30/09/2020,202037,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,44
30/09/2020,202038,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,68
30/09/2020,202039,Awdal,Borama,Awdal,Borama,Drought related,Livelihood Support,67
31/08/2020,202035,Awdal,Borama,Awdal,Borama,Drought related,Other,5
30/09/2020,202038,Awdal,Borama,Awdal,Borama,Drought related,Other,6
30/04/2020,202016,Awdal,Borama,Awdal,Borama,Drought related,Shelter,20
31/07/2020,202029,Awdal,Borama,Awdal,Borama,Drought related,Shelter,6
31/07/2020,202030,Awdal,Borama,Awdal,Borama,Drought related,Shelter,7
30/06/2020,202024,Awdal,Borama,Awdal,Borama,Drought related,Shelter,6
30/09/2020,202039,Awdal,Borama,Awdal,Borama,Drought related,Shelter,18
30/06/2020,202025,Awdal,Borama,Awdal,Borama,Drought related,Transport,6
31/05/2020,202021,Awdal,Borama,Awdal,Borama,Drought related,Water,12
29/02/2020,202008,Awdal,Borama,Awdal,Borama,Other,Food,19
29/02/2020,202009,Awdal,Borama,Awdal,Borama,Other,Food,5
30/11/2020,202045,Awdal,Borama,Awdal,Borama,Other,Food,9
30/11/2020,202048,Awdal,Borama,Awdal,Borama,Other,Food,7
30/09/2020,202039,Awdal,Borama,Awdal,Borama,Other,Food,8
31/03/2020,202011,Awdal,Borama,Awdal,Borama,Other,Humanitarian Aid,6
29/02/2020,202007,Awdal,Borama,Awdal,Borama,Other,Livelihood Support,6
29/02/2020,202009,Awdal,Borama,Awdal,Borama,Other,Livelihood Support,5
31/07/2020,202028,Awdal,Borama,Awdal,Borama,Other,Livelihood Support,5
31/03/2020,202012,Awdal,Borama,Awdal,Borama,Other,Livelihood Support,6
31/10/2020,202043,Awdal,Borama,Awdal,Borama,Other,Livelihood Support,6
30/09/2020,202039,Awdal,Borama,Awdal,Borama,Other,Livelihood Support,6
29/02/2020,202007,Awdal,Borama,Awdal,Borama,Other,Shelter,7
31/03/2020,202013,Awdal,Borama,Awdal,Borama,Other,Shelter,6
30/04/2020,202014,Awdal,Borama,Awdal,Lughaye,Drought related,Food,6
30/04/2020,202016,Awdal,Borama,Awdal,Lughaye,Drought related,Food,19
31/08/2020,202033,Awdal,Borama,Awdal,Lughaye,Drought related,Food,8
31/12/2020,202049,Awdal,Borama,Awdal,Lughaye,Drought related,Food,7
31/12/2020,202050,Awdal,Borama,Awdal,Lughaye,Drought related,Food,5
31/07/2020,202028,Awdal,Borama,Awdal,Lughaye,Drought related,Food,7
30/06/2020,202025,Awdal,Borama,Awdal,Lughaye,Drought related,Food,5
30/06/2020,202026,Awdal,Borama,Awdal,Lughaye,Drought related,Food,5
31/03/2020,202012,Awdal,Borama,Awdal,Lughaye,Drought related,Food,6
31/03/2020,202014,Awdal,Borama,Awdal,Lughaye,Drought related,Food,8
31/05/2020,202018,Awdal,Borama,Awdal,Lughaye,Drought related,Food,10
31/05/2020,202022,Awdal,Borama,Awdal,Lughaye,Drought related,Food,7
30/11/2020,202045,Awdal,Borama,Awdal,Lughaye,Drought related,Food,15
30/11/2020,202046,Awdal,Borama,Awdal,Lughaye,Drought related,Food,12
30/11/2020,202048,Awdal,Borama,Awdal,Lughaye,Drought related,Food,6
31/10/2020,202040,Awdal,Borama,Awdal,Lughaye,Drought related,Food,7
31/10/2020,202042,Awdal,Borama,Awdal,Lughaye,Drought related,Food,12
31/10/2020,202043,Awdal,Borama,Awdal,Lughaye,Drought related,Food,7
30/09/2020,202036,Awdal,Borama,Awdal,Lughaye,Drought related,Food,11
30/04/2020,202014,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,26
30/04/2020,202015,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,26
30/04/2020,202016,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,43
30/04/2020,202017,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,30
31/08/2020,202032,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,5
31/12/2020,202050,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,6
31/07/2020,202027,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,8
31/07/2020,202029,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,8
31/07/2020,202030,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,6
30/06/2020,202026,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,8
31/03/2020,202013,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,85
31/05/2020,202018,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,7
31/05/2020,202019,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,12
31/05/2020,202022,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,6
30/11/2020,202047,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,9
30/11/2020,202048,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,10
30/11/2020,202049,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,11
31/10/2020,202041,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,10
31/10/2020,202042,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,5
31/10/2020,202044,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,4
30/09/2020,202038,Awdal,Borama,Awdal,Lughaye,Drought related,Livelihood Support,6
30/04/2020,202016,Awdal,Borama,Awdal,Lughaye,Drought related,Other,8
30/04/2020,202015,Awdal,Borama,Awdal,Lughaye,Drought related,Protection,6
31/07/2020,202030,Awdal,Borama,Awdal,Lughaye,Drought related,Shelter,5
30/04/2020,202014,Awdal,Borama,Awdal,Lughaye,Drought related,Water,7
30/09/2020,202038,Awdal,Borama,Awdal,Lughaye,Drought related,Water,4
30/04/2020,202014,Awdal,Borama,Awdal,Zeylac,Drought related,Food,20
30/04/2020,202015,Awdal,Borama,Awdal,Zeylac,Drought related,Food,6
30/04/2020,202016,Awdal,Borama,Awdal,Zeylac,Drought related,Food,17
30/04/2020,202017,Awdal,Borama,Awdal,Zeylac,Drought related,Food,25
31/07/2020,202029,Awdal,Borama,Awdal,Zeylac,Drought related,Food,15
30/06/2020,202025,Awdal,Borama,Awdal,Zeylac,Drought related,Food,6
31/03/2020,202013,Awdal,Borama,Awdal,Zeylac,Drought related,Food,19
31/05/2020,202018,Awdal,Borama,Awdal,Zeylac,Drought related,Food,8
31/05/2020,202019,Awdal,Borama,Awdal,Zeylac,Drought related,Food,19
31/05/2020,202021,Awdal,Borama,Awdal,Zeylac,Drought related,Food,7
31/05/2020,202022,Awdal,Borama,Awdal,Zeylac,Drought related,Food,12
30/11/2020,202045,Awdal,Borama,Awdal,Zeylac,Drought related,Food,5
31/10/2020,202043,Awdal,Borama,Awdal,Zeylac,Drought related,Food,7
30/04/2020,202016,Awdal,Borama,Awdal,Zeylac,Drought related,Humanitarian Aid,35
30/04/2020,202014,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,9
30/04/2020,202015,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,5
30/04/2020,202016,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,13
30/04/2020,202017,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,25
31/12/2020,202049,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,5
31/12/2020,202051,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,6
30/06/2020,202023,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,12
30/06/2020,202024,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,14
31/05/2020,202018,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,4
31/05/2020,202019,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,16
31/05/2020,202020,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,9
31/05/2020,202021,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,13
31/05/2020,202022,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,11
30/11/2020,202045,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,5
30/11/2020,202046,Awdal,Borama,Awdal,Zeylac,Drought related,Livelihood Support,6
31/10/2020,202043,Awdal,Borama,Awdal,Zeylac,Drought related,Protection,6
30/04/2020,202017,Awdal,Borama,Awdal,Zeylac,Drought related,Water,6
30/04/2020,202015,Awdal,Borama,Nugaal,Burtinle,Drought related,Livelihood Support,4
29/02/2020,202006,Awdal,Borama,Sanaag,Ceerigaabo,Other,Food,9
31/10/2020,202042,Awdal,Lughaye,Awdal,Baki,Drought related,Food,8
31/08/2020,202032,Awdal,Lughaye,Awdal,Baki,Drought related,Livelihood Support,9
29/02/2020,202009,Awdal,Lughaye,Awdal,Borama,Drought related,Humanitarian Aid,24
30/04/2020,202014,Awdal,Lughaye,Awdal,Borama,Drought related,Livelihood Support,5
31/12/2020,202051,Awdal,Lughaye,Awdal,Borama,Drought related,Livelihood Support,6
29/02/2020,202008,Awdal,Lughaye,Awdal,Borama,Drought related,Livelihood Support,7
29/02/2020,202009,Awdal,Lughaye,Awdal,Borama,Drought related,Livelihood Support,46
31/01/2020,202001,Awdal,Lughaye,Awdal,Borama,Drought related,Livelihood Support,15
31/03/2020,202009,Awdal,Lughaye,Awdal,Borama,Drought related,Livelihood Support,19
31/03/2020,202010,Awdal,Lughaye,Awdal,Borama,Drought related,Livelihood Support,12
31/03/2020,202011,Awdal,Lughaye,Awdal,Borama,Drought related,Livelihood Support,11
30/04/2020,202014,Awdal,Lughaye,Awdal,Lughaye,Drought related,Food,5
31/08/2020,202032,Awdal,Lughaye,Awdal,Lughaye,Drought related,Food,8
31/07/2020,202027,Awdal,Lughaye,Awdal,Lughaye,Drought related,Food,18
30/06/2020,202026,Awdal,Lughaye,Awdal,Lughaye,Drought related,Food,7
30/09/2020,202038,Awdal,Lughaye,Awdal,Lughaye,Drought related,Food,10
31/08/2020,202032,Awdal,Lughaye,Awdal,Lughaye,Drought related,Livelihood Support,7
31/07/2020,202028,Awdal,Lughaye,Awdal,Lughaye,Drought related,Livelihood Support,12
30/06/2020,202024,Awdal,Lughaye,Awdal,Lughaye,Drought related,Other,5
30/11/2020,202045,Awdal,Lughaye,Awdal,Lughaye,Drought related,Shelter,4
31/07/2020,202028,Awdal,Lughaye,Awdal,Lughaye,Drought related,Water,40
31/07/2020,202029,Awdal,Lughaye,Awdal,Lughaye,Drought related,Water,7
31/07/2020,202030,Awdal,Lughaye,Awdal,Lughaye,Drought related,Water,6
29/02/2020,202006,Awdal,Zeylac,Awdal,Borama,Drought related,Food,8
29/02/2020,202007,Awdal,Zeylac,Awdal,Borama,Drought related,Food,27
29/02/2020,202008,Awdal,Zeylac,Awdal,Borama,Drought related,Food,6
31/01/2020,202002,Awdal,Zeylac,Awdal,Borama,Drought related,Food,6
31/07/2020,202027,Awdal,Zeylac,Awdal,Borama,Drought related,Food,7
30/06/2020,202026,Awdal,Zeylac,Awdal,Borama,Drought related,Food,8
31/03/2020,202010,Awdal,Zeylac,Awdal,Borama,Drought related,Food,25
31/03/2020,202011,Awdal,Zeylac,Awdal,Borama,Drought related,Food,5
31/12/2020,202049,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,6
31/12/2020,202050,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,5
29/02/2020,202006,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,67
29/02/2020,202007,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,29
29/02/2020,202008,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,33
29/02/2020,202009,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,29
31/01/2020,202001,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,27
31/07/2020,202028,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,6
30/06/2020,202027,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,5
31/03/2020,202010,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,37
31/03/2020,202011,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,42
30/11/2020,202045,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,24
30/11/2020,202047,Awdal,Zeylac,Awdal,Borama,Drought related,Livelihood Support,11
29/02/2020,202006,Awdal,Zeylac,Awdal,Borama,Drought related,Shelter,6
31/08/2020,202031,Awdal,Zeylac,Awdal,Zeylac,Drought related,Food,5
31/08/2020,202034,Awdal,Zeylac,Awdal,Zeylac,Drought related,Food,7
31/07/2020,202027,Awdal,Zeylac,Awdal,Zeylac,Drought related,Food,34
31/10/2020,202041,Awdal,Zeylac,Awdal,Zeylac,Drought related,Food,16
30/09/2020,202036,Awdal,Zeylac,Awdal,Zeylac,Drought related,Food,17
30/09/2020,202038,Awdal,Zeylac,Awdal,Zeylac,Drought related,Food,22
30/04/2020,202014,Awdal,Zeylac,Awdal,Zeylac,Drought related,Livelihood Support,6
31/08/2020,202032,Awdal,Zeylac,Awdal,Zeylac,Drought related,Livelihood Support,24
31/08/2020,202033,Awdal,Zeylac,Awdal,Zeylac,Drought related,Livelihood Support,16
